hit_id,colloc,sent_text,neg_form,adv_form,adj_form,text_window,sent_id,prev_sent,token_str,lemma_str,next_sent,neg_lemma,adv_lemma,adj_lemma,neg_index,adv_index,adj_index,dep_neg_source,dep_neg_target,dep_neg_relation,dep_mod_source,dep_mod_target,dep_mod_relation,json_source,match_ix,category
nyt_eng_19940710_0190_36:18-19-20,so_hostile,"Judge Wright ruled that the woman 's employer was not the source of the problem and the workplace not so hostile that she could not continue in her job -- a standard used at the time by some federal courts , but since rejected by the Supreme Court as too stringent .",not,so,hostile,the workplace not so hostile that she,nyt_eng_19940710_0190_36,"In Judge Wright 's only case involving sexual harassment , she ruled against a woman who had claimed that the alleged verbal and physical abuse she encountered from her male colleagues amounted to unlawful harassment .","Judge Wright ruled that the woman 's employer was not the source of the problem and the workplace not so hostile that she could not continue in her job -- a standard used at the time by some federal courts , but since rejected by the Supreme Court as too stringent .","Judge Wright rule that the woman 's employer be not the source of the problem and the workplace not so hostile that she could not continue in she job -- a standard use at the time by some federal court , but since reject by the Supreme Court as too stringent .",In one sexual discrimination case she found a pregnant patrol officer was not entitled to extended time with light workloads because male patrol officers with health problems had not been afforded the same consideration .,not,so,hostile,18,19,20,"{'lemma': 'hostile', 'ix': 20, 'xpos': 'JJ', 'deprel': 'advmod', 'head': 'source'}","{'lemma': 'not', 'ix': 18, 'xpos': 'RB', 'deprel': 'dep', 'head': 'hostile'}",dep,"{'lemma': 'hostile', 'ix': 20, 'xpos': 'JJ', 'deprel': 'advmod', 'head': 'source'}","{'lemma': 'so', 'ix': 19, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'hostile'}",advmod,nyt_eng_199407,18-19-20,immediateNeg
nyt_eng_19940710_0185_1:24-25-26,as_original,Disney 's blockbuster film  -LBQ-  The Lion King  -RDQ-  has aroused a roar of protest from those who say the record-breaking animation feature is not as original as Disney claims but borrows substantially from a Japanese story created 40 years ago .,not,as,original,feature is not as original as Disney,nyt_eng_19940710_0185_1,,Disney 's blockbuster film `` The Lion King '' has aroused a roar of protest from those who say the record-breaking animation feature is not as original as Disney claims but borrows substantially from a Japanese story created 40 years ago .,Disney 's blockbuster film `` the Lion King '' has arouse a roar of protest from those who say the record-breaking animation feature be not as original as Disney claim but borrow substantially from a japanese story create 40 year ago .,"Disney has promoted the film as its first cartoon feature since 1970 not taken from an existing story , but there are striking similarities to a tale that began as a Japanese comic book in the 1950s called  -LBQ-  Jungle Emperor  -RDQ-  and was reincarnated in a Japanese TV series in America in 1966 called  -LBQ-  Kimba , the White Lion .  -RDQ-",not,as,original,24,25,26,"{'lemma': 'original', 'ix': 26, 'xpos': 'JJ', 'deprel': 'ccomp', 'head': 'say'}","{'lemma': 'not', 'ix': 24, 'xpos': 'RB', 'deprel': 'neg', 'head': 'original'}",neg,"{'lemma': 'original', 'ix': 26, 'xpos': 'JJ', 'deprel': 'ccomp', 'head': 'say'}","{'lemma': 'as', 'ix': 25, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'original'}",advmod,nyt_eng_199407,24-25-26,immediateNeg
nyt_eng_19940710_0161_43:2-3-4,just_Gossage,It is not just Gossage who talks knowledgeably of the issues ; it is almost any player .,not,just,Gossage,it is not just Gossage who talks,nyt_eng_19940710_0161_43,And he is a walking example of how a union has learned to prepare its members for battle .,it is not just Gossage who talks knowledgeably of the issues ; it is almost any player .,it be not just gossage who talk knowledgeably of the issue ; it be almost any player .,What they say makes up a large part of this summer 's not-so-easy listening .,not,just,Gossage,2,3,4,"{'lemma': 'gossage', 'ix': 4, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}","{'lemma': 'not', 'ix': 2, 'xpos': 'RB', 'deprel': 'neg', 'head': 'gossage'}",neg,"{'lemma': 'gossage', 'ix': 4, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}","{'lemma': 'just', 'ix': 3, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'gossage'}",advmod,nyt_eng_199407,2-3-4,immediateNeg
nyt_eng_19940710_0158_21:4-9-10,partly_joking,"My mother tells me not to get married , partly joking , but I think partly serious , because husbands are a big pain .",not,partly,joking,"tells me not to get married , partly joking , but",nyt_eng_19940710_0158_21,"-LBQ-  My parents used to argue about who did the housework , but then they got a housekeeper .","my mother tells me not to get married , partly joking , but I think partly serious , because husbands are a big pain .","my mother tell I not to get married , partly joking , but I think partly serious , because husband be a big pain .","-LBQ-  It 's a lot of work keeping a relationship together , and I think women do more of the work .",not,partly,joking,4,9,10,"{'lemma': 'joking', 'ix': 10, 'xpos': 'JJ', 'deprel': 'xcomp', 'head': 'tell'}","{'lemma': 'not', 'ix': 4, 'xpos': 'RB', 'deprel': 'neg', 'head': 'joking'}",neg,"{'lemma': 'joking', 'ix': 10, 'xpos': 'JJ', 'deprel': 'xcomp', 'head': 'tell'}","{'lemma': 'partly', 'ix': 9, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'joking'}",advmod,nyt_eng_199407,4-9-10,immediateNeg
nyt_eng_19940710_0156_16:13-15-16,so_angry,"-LBQ-  We know if they are here or not , so they do n't get so angry .  -RDQ-",n't,so,angry,they do n't get so angry . '',nyt_eng_19940710_0156_16,"-LBQ-  They realize we care ,  -RDQ-  Ms. Betanzos said .","`` We know if they are here or not , so they do n't get so angry . ''","`` we know if they be here or not , so they do not get so angry . ''","The school , on the sixth floor of a former paper warehouse , is organized like a detention center but run like a refuge from the street .",n't,so,angry,13,15,16,"{'lemma': 'angry', 'ix': 16, 'xpos': 'JJ', 'deprel': 'ccomp', 'head': 'know'}","{'lemma': 'not', 'ix': 13, 'xpos': 'RB', 'deprel': 'neg', 'head': 'angry'}",neg,"{'lemma': 'angry', 'ix': 16, 'xpos': 'JJ', 'deprel': 'ccomp', 'head': 'know'}","{'lemma': 'so', 'ix': 15, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'angry'}",advmod,nyt_eng_199407,13-15-16,immediateNeg
nyt_eng_19940710_0152_24:15-16-17,yet_clear,"Even though most analysts here expect that Karadzic will sign the settlement , it is not yet clear that Milosevic will get his way .",not,yet,clear,it is not yet clear that Milosevic,nyt_eng_19940710_0152_24,"-LBQ-  Milosevic now wants peace and sanctions lifted , and he wants Karadzic as a fall guy for what the Serbs did in Bosnia .  -RDQ-","even though most analysts here expect that Karadzic will sign the settlement , it is not yet clear that Milosevic will get his way .","even though most analyst here expect that Karadzic will sign the settlement , it be not yet clear that Milosevic will get he way .",Important forces in Serbia -- including the Serbian Radical Party of Vojislav Seslj and the Orthodox Church -- have encouraged Karadzic to resist .,not,yet,clear,15,16,17,"{'lemma': 'clear', 'ix': 17, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}","{'lemma': 'not', 'ix': 15, 'xpos': 'RB', 'deprel': 'neg', 'head': 'clear'}",neg,"{'lemma': 'clear', 'ix': 17, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}","{'lemma': 'yet', 'ix': 16, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'clear'}",advmod,nyt_eng_199407,15-16-17,immediateNeg
nyt_eng_19940710_0138_35:11-12-13,always_convinced,"On the other hand , those who receive intelligence reports are not always convinced of their usefulness .",not,always,convinced,reports are not always convinced of their,nyt_eng_19940710_0138_35,"The National Assembly protested , clamoring that a deputy could not be spied upon .","on the other hand , those who receive intelligence reports are not always convinced of their usefulness .","on the other hand , those who receive intelligence report be not always convinced of they usefulness .","-LBQ-  I never learned anything interesting from the reports ,  -RDQ-  a former Socialist minister said .",not,always,convinced,11,12,13,"{'lemma': 'convinced', 'ix': 13, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}","{'lemma': 'not', 'ix': 11, 'xpos': 'RB', 'deprel': 'neg', 'head': 'convinced'}",neg,"{'lemma': 'convinced', 'ix': 13, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}","{'lemma': 'always', 'ix': 12, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'convinced'}",advmod,nyt_eng_199407,11-12-13,immediateNeg
nyt_eng_19940710_0134_36:11-13-14,so_lucky,"But one of his former colleagues , Heinz-Dieter Winter , has not been so lucky .",not,so,lucky,", has not been so lucky .",nyt_eng_19940710_0134_36,"Wentzl 's business card says he is an economic consultant , and he has found work advising companies that buy and renovate formerly state-owned housing complexes .","but one of his former colleagues , Heinz-Dieter Winter , has not been so lucky .","but one of he former colleague , Heinz-Dieter Winter , has not be so lucky .",His card identifies him only as  -LBQ-  Former Ambassador .  -RDQ-,not,so,lucky,11,13,14,"{'lemma': 'lucky', 'ix': 14, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}","{'lemma': 'not', 'ix': 11, 'xpos': 'RB', 'deprel': 'neg', 'head': 'lucky'}",neg,"{'lemma': 'lucky', 'ix': 14, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}","{'lemma': 'so', 'ix': 13, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'lucky'}",advmod,nyt_eng_199407,11-13-14,immediateNeg
nyt_eng_19940710_0134_24:3-16-17,really_qualified,"-LBQ-  Only a few of the former ambassadors , maybe a dozen or so , were really qualified ,  -RDQ-  the official said .",few,really,qualified,"Only a few of the former ambassadors , maybe a dozen or so , were really qualified , ''",nyt_eng_19940710_0134_24,"Officials in Bonn are reluctant to discuss their decision , but one Foreign Ministry official , speaking on condition of anonymity , said there were fears that some of the former diplomats might have been involved in espionage or other unsavory sorts of diplomatic work .","`` Only a few of the former ambassadors , maybe a dozen or so , were really qualified , '' the official said .","`` only a few of the former ambassador , maybe a dozen or so , be really qualified , '' the official say .","-LBQ-  But even with them , there was a problem because we decided not to recognize their diplomas from the East German diplomatic institute .",few,really,qualified,3,16,17,"{'lemma': 'qualified', 'ix': 17, 'xpos': 'JJ', 'deprel': 'ccomp', 'head': 'say'}","{'lemma': 'few', 'ix': 3, 'xpos': 'JJ', 'deprel': 'nsubj', 'head': 'qualified'}",nsubj,"{'lemma': 'qualified', 'ix': 17, 'xpos': 'JJ', 'deprel': 'ccomp', 'head': 'say'}","{'lemma': 'really', 'ix': 16, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'qualified'}",advmod,nyt_eng_199407,3-16-17,immediateNeg
nyt_eng_19940710_0127_3:12-14-15,as_large,"While CNN had big audiences for the Simpson hearing , they were not nearly as large as those for the networks , which saw their daytime ratings soar between 20 and 40 percent from regular levels .",not,as,large,they were not nearly as large as those,nyt_eng_19940710_0127_3,"Their decisions were relatively easy for two main reasons  -COL-  the courtroom coverage was n't costing them all that much , and there was just too much interest in the story to allow viewers to slip away somewhere else , like CNN .","while CNN had big audiences for the Simpson hearing , they were not nearly as large as those for the networks , which saw their daytime ratings soar between 20 and 40 percent from regular levels .","while CNN have big audience for the Simpson hearing , they be not nearly as large as those for the network , which see they daytime rating soar between 20 and 40 percent from regular level .","During Tuesday 's coverage , for example , ABC Capital Cities\/ABC had a 7.5 rating , compared with a 5.3 rating the previous Tuesday , when it was broadcasting its regular soap operas .",not,as,large,12,14,15,"{'lemma': 'large', 'ix': 15, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}","{'lemma': 'not', 'ix': 12, 'xpos': 'RB', 'deprel': 'neg', 'head': 'large'}",neg,"{'lemma': 'large', 'ix': 15, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}","{'lemma': 'as', 'ix': 14, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'large'}",advmod,nyt_eng_199407,12-14-15,immediateNeg
nyt_eng_19940710_0078_8:12-13-14,terribly_important,"To most analysts , the timing of the new Fed move is not terribly important .",not,terribly,important,move is not terribly important .,nyt_eng_19940710_0078_8,"-LBQ-  The economy certainly appears to be strong , we continue to eat up excess capacity in both the labor market and factory capacity utilization and we are starting to see consistent price increases at the input level , increases coming about because of strong demand ,  -RDQ-  he said .","to most analysts , the timing of the new Fed move is not terribly important .","to most analyst , the timing of the new Fed move be not terribly important .","It is likely to come , they said , sometime between now and Aug. 16 , when the central bank 's policy-making Open Market Committee is scheduled to hold its next meeting .",not,terribly,important,12,13,14,"{'lemma': 'important', 'ix': 14, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}","{'lemma': 'not', 'ix': 12, 'xpos': 'RB', 'deprel': 'neg', 'head': 'important'}",neg,"{'lemma': 'important', 'ix': 14, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}","{'lemma': 'terribly', 'ix': 13, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'important'}",advmod,nyt_eng_199407,12-13-14,immediateNeg
nyt_eng_19940710_0077_13:14-15-16,more_troublesome,A little pitiless Scottish weather to such a hearty soul is an occupational hazard no more troublesome than a split lip to a boxer .,no,more,troublesome,occupational hazard no more troublesome than a,nyt_eng_19940710_0077_13,He has been practicing here every day since last Wednesday .,a little pitiless Scottish weather to such a hearty soul is an occupational hazard no more troublesome than a split lip to a boxer .,a little pitiless Scottish weather to such a hearty soul be a occupational hazard no more troublesome than a split lip to a boxer .,"-LBQ-  Something happens when I get here , I 'm telling you , something magical .  -RDQ-",no,more,troublesome,14,15,16,"{'lemma': 'troublesome', 'ix': 16, 'xpos': 'JJ', 'deprel': 'amod', 'head': 'hazard'}","{'lemma': 'no', 'ix': 14, 'xpos': 'DT', 'deprel': 'dep', 'head': 'troublesome'}",dep,"{'lemma': 'troublesome', 'ix': 16, 'xpos': 'JJ', 'deprel': 'amod', 'head': 'hazard'}","{'lemma': 'more', 'ix': 15, 'xpos': 'RBR', 'deprel': 'advmod', 'head': 'troublesome'}",advmod,nyt_eng_199407,14-15-16,immediateNeg
nyt_eng_19940710_0004_7:7-9-10,entirely_smooth,Germany 's road to this point has n't been entirely smooth .,n't,entirely,smooth,point has n't been entirely smooth .,nyt_eng_19940710_0004_7,"Yet here they are , face-to-face in the round of eight  -COL-  A proven power against a significant surprise .",Germany 's road to this point has n't been entirely smooth .,Germany 's road to this point has not be entirely smooth .,"In first round play , the defending Cup champions sneaked past Bolivia 1-0 , came back from a goal down to tie Spain 1-1 and blew a 3-0 lead before beating South Korea 3-2 to win Group C. Only against Bolivia did the Germans control the game from start to finish .",n't,entirely,smooth,7,9,10,"{'lemma': 'smooth', 'ix': 10, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}","{'lemma': 'not', 'ix': 7, 'xpos': 'RB', 'deprel': 'neg', 'head': 'smooth'}",neg,"{'lemma': 'smooth', 'ix': 10, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}","{'lemma': 'entirely', 'ix': 9, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'smooth'}",advmod,nyt_eng_199407,7-9-10,immediateNeg
nyt_eng_19940709_0221_2:15-16-17,as_pertinent,"The greetings , so necessary last season because of all the new faces , are n't as pertinent as the Raiders open training camp tonight for newcomers , rookies and select veterans .",n't,as,pertinent,", are n't as pertinent as the",nyt_eng_19940709_0221_2,It 's safe to assume that the Los Angeles Raiders can keep introductions to a minimum during preseason practices this year .,"the greetings , so necessary last season because of all the new faces , are n't as pertinent as the Raiders open training camp tonight for newcomers , rookies and select veterans .","the greeting , so necessary last season because of all the new face , be not as pertinent as the Raiders open training camp tonight for newcomer , rookie and select veteran .",The rest of the squad is due to report Friday .,n't,as,pertinent,15,16,17,"{'lemma': 'pertinent', 'ix': 17, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}","{'lemma': 'not', 'ix': 15, 'xpos': 'RB', 'deprel': 'neg', 'head': 'pertinent'}",neg,"{'lemma': 'pertinent', 'ix': 17, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}","{'lemma': 'as', 'ix': 16, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'pertinent'}",advmod,nyt_eng_199407,15-16-17,immediateNeg
nyt_eng_19940709_0219_8:5-6-7,less_entertaining,The story of Turnberry is no less entertaining .,no,less,entertaining,Turnberry is no less entertaining .,nyt_eng_19940709_0219_8,"-LBQ-  In Pebble Beach ,  -RDQ-  Michael Watson , now 11 , said of his father 's 1982 U.S. Open victory ,  -LBQ-  Dad comes back and beats Jack Nicklaus when he chips in -LRB- at the 17th -RRB- .  -RDQ-",the story of Turnberry is no less entertaining .,the story of Turnberry be no less entertaining .,It is certainly timely enough .,no,less,entertaining,5,6,7,"{'lemma': 'entertaining', 'ix': 7, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}","{'lemma': 'no', 'ix': 5, 'xpos': 'DT', 'deprel': 'dep', 'head': 'entertaining'}",dep,"{'lemma': 'entertaining', 'ix': 7, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}","{'lemma': 'less', 'ix': 6, 'xpos': 'RBR', 'deprel': 'advmod', 'head': 'entertaining'}",advmod,nyt_eng_199407,5-6-7,immediateNeg
nyt_eng_19940709_0215_34:16-17-18,really_edible,"-LBQ-  And because it 's too soft , a lot of what we 're dumping is not really edible at all ,  -RDQ-  Sadoian said .",not,really,edible,dumping is not really edible at all,nyt_eng_19940709_0215_34,-LBQ-  They take thousands of pounds of what we call fruit that 's too soft to ship .,"`` And because it 's too soft , a lot of what we 're dumping is not really edible at all , '' Sadoian said .","`` and because it be too soft , a lot of what we 're dump be not really edible at all , '' Sadoian say .","-LBQ-  It might be edible for some guy to come here and pick it and put it in his mouth , but it is n't going to ship .  -RDQ-",not,really,edible,16,17,18,"{'lemma': 'edible', 'ix': 18, 'xpos': 'JJ', 'deprel': 'ccomp', 'head': 'say'}","{'lemma': 'not', 'ix': 16, 'xpos': 'RB', 'deprel': 'neg', 'head': 'edible'}",neg,"{'lemma': 'edible', 'ix': 18, 'xpos': 'JJ', 'deprel': 'ccomp', 'head': 'say'}","{'lemma': 'really', 'ix': 17, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'edible'}",advmod,nyt_eng_199407,16-17-18,immediateNeg
nyt_eng_19940709_0211_16:44-45-46,as_nice,"-LBQ-  There was n't anything that even came close ,  -RDQ-  she said , naming one house with 17 acres that sold for  -LBQ-  a million seven , a million nine -- whatever it was we could n't afford it -- and it was n't as nice .  -RDQ-",n't,as,nice,it was n't as nice . '',nyt_eng_19940709_0211_16,"The four-bedroom 1730 farmhouse there has had several additions , including a 27 - by 40-foot glass-enclosed wing with a 16 - by 35-foot indoor swimming pool .","`` There was n't anything that even came close , '' she said , naming one house with 17 acres that sold for `` a million seven , a million nine -- whatever it was we could n't afford it -- and it was n't as nice . ''","`` there be not anything that even come close , '' she say , name one house with 17 acre that sell for `` a million seven , a million nine -- whatever it be we could not afford it -- and it be not as nice . ''","Before they moved to Bedminster , the Clarks lived for a year in a smaller house they bought in New Vernon , 10 miles from where they are now .",n't,as,nice,44,45,46,"{'lemma': 'nice', 'ix': 46, 'xpos': 'JJ', 'deprel': 'conj', 'head': 'say'}","{'lemma': 'not', 'ix': 44, 'xpos': 'RB', 'deprel': 'neg', 'head': 'nice'}",neg,"{'lemma': 'nice', 'ix': 46, 'xpos': 'JJ', 'deprel': 'conj', 'head': 'say'}","{'lemma': 'as', 'ix': 45, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'nice'}",advmod,nyt_eng_199407,44-45-46,immediateNeg
nyt_eng_19940709_0206_14:5-6-7,politically_correct,But I guess that 's not politically correct .  -RDQ-,not,politically,correct,that 's not politically correct . '',nyt_eng_19940709_0206_14,"As far as I 'm concerned , I do n't want to tell 'em where we 're meeting or what 's on the agenda .",but I guess that 's not politically correct . '',but I guess that be not politically correct . '',Witte 's  -LBQ-  up the establishment  -RDQ-  opinions reflect what a number of I-A leaders think but wo n't say .,not,politically,correct,5,6,7,"{'lemma': 'correct', 'ix': 7, 'xpos': 'JJ', 'deprel': 'ccomp', 'head': 'guess'}","{'lemma': 'not', 'ix': 5, 'xpos': 'RB', 'deprel': 'neg', 'head': 'correct'}",neg,"{'lemma': 'correct', 'ix': 7, 'xpos': 'JJ', 'deprel': 'ccomp', 'head': 'guess'}","{'lemma': 'politically', 'ix': 6, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'correct'}",advmod,nyt_eng_199407,5-6-7,immediateNeg
nyt_eng_19940709_0201_56:2-3-4,as_close,"He is not as close to Mackovic , though he said their relationship has improved since last fall , when he complained about the number of passes being thrown his way , a not-uncommon complaint from wide receivers .",not,as,close,he is not as close to Mackovic,nyt_eng_19940709_0201_56,"He remains close to Ozee , whom he called shortly after his arrest .","he is not as close to Mackovic , though he said their relationship has improved since last fall , when he complained about the number of passes being thrown his way , a not-uncommon complaint from wide receivers .","he be not as close to Mackovic , though he say they relationship has improve since last fall , when he complain about the number of pass being throw he way , a not-uncommon complaint from wide receiver .","-LBQ-  He 's real competitive ,  -RDQ-  Ozee said ,  -LBQ-  the kind of kid with a lot of pride that would want good things said about him .",not,as,close,2,3,4,"{'lemma': 'close', 'ix': 4, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}","{'lemma': 'not', 'ix': 2, 'xpos': 'RB', 'deprel': 'neg', 'head': 'close'}",neg,"{'lemma': 'close', 'ix': 4, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}","{'lemma': 'as', 'ix': 3, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'close'}",advmod,nyt_eng_199407,2-3-4,immediateNeg
nyt_eng_19940709_0199_69:10-11-12,so_much,"I know enough about gymnastics to get along , but not so much to interfere .",not,so,much,", but not so much to interfere",nyt_eng_19940709_0199_69,-LBQ-  That 's why we 're doing all of this .,"i know enough about gymnastics to get along , but not so much to interfere .","I know enough about gymnastics to get along , but not so much to interfere .",-LBQ-  We just wanted to be there for her as parents .,not,so,much,10,11,12,"{'lemma': 'much', 'ix': 12, 'xpos': 'JJ', 'deprel': 'conj', 'head': 'know'}","{'lemma': 'not', 'ix': 10, 'xpos': 'RB', 'deprel': 'neg', 'head': 'much'}",neg,"{'lemma': 'much', 'ix': 12, 'xpos': 'JJ', 'deprel': 'conj', 'head': 'know'}","{'lemma': 'so', 'ix': 11, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'much'}",advmod,nyt_eng_199407,10-11-12,immediateNeg
nyt_eng_19940709_0162_33:3-4-5,so_sure,Other lawmakers are not so sure .,not,so,sure,lawmakers are not so sure .,nyt_eng_19940709_0162_33,I think you 're going to see the country become very actively engaged in the coming weeks as this debate goes to the floor .  -RDQ-,other lawmakers are not so sure .,other lawmaker be not so sure .,"Across town from Daschle 's meeting , Sen. Dave Durenberger , R-Minn . , who was one of a bipartisan group on the Senate Finance Committee that produced a health care compromise , told a group of health professionals that Clinton would have to bend on universal coverage .",not,so,sure,3,4,5,"{'lemma': 'sure', 'ix': 5, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}","{'lemma': 'not', 'ix': 3, 'xpos': 'RB', 'deprel': 'neg', 'head': 'sure'}",neg,"{'lemma': 'sure', 'ix': 5, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}","{'lemma': 'so', 'ix': 4, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'sure'}",advmod,nyt_eng_199407,3-4-5,immediateNeg
nyt_eng_19940709_0151_27:15-16-17,entirely_new,"Perhaps sensing that he might appear to be waffling , Cuomo argues his proposal is not entirely new  -COL-  he has in the past called for nonbinding referendums on the death penalty and recommended that it be debated at a constitutional convention .",not,entirely,new,proposal is not entirely new : he,nyt_eng_19940709_0151_27,"The issue of character is particularly important to the Cuomo camp because , despite the governor 's low approval rating , polls and focus groups suggest people admire his integrity .","perhaps sensing that he might appear to be waffling , Cuomo argues his proposal is not entirely new : he has in the past called for nonbinding referendums on the death penalty and recommended that it be debated at a constitutional convention .","perhaps sense that he might appear to be waffle , Cuomo argue he proposal be not entirely new : he has in the past call for nonbinding referendum on the death penalty and recommend that it be debate at a constitutional convention .",But Cuomo aides and lawmakers say they can not recall his having asked the Legislature to pass a constitutional amendment on the punishment .,not,entirely,new,15,16,17,"{'lemma': 'new', 'ix': 17, 'xpos': 'JJ', 'deprel': 'ccomp', 'head': 'argue'}","{'lemma': 'not', 'ix': 15, 'xpos': 'RB', 'deprel': 'neg', 'head': 'new'}",neg,"{'lemma': 'new', 'ix': 17, 'xpos': 'JJ', 'deprel': 'ccomp', 'head': 'argue'}","{'lemma': 'entirely', 'ix': 16, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'new'}",advmod,nyt_eng_199407,15-16-17,immediateNeg
nyt_eng_19940709_0143_29:14-15-16,as_strong,"Anyway , the president hinted , if he is wrong and the fundamentals are not as strong as he thinks , no amount of intervention in the markets will be sufficient to hold up the currency .",not,as,strong,fundamentals are not as strong as he,nyt_eng_19940709_0143_29,"These things , it seems to me , together offer the promise of strengthening the dollar over the long run in a realistic way .  -RDQ-","anyway , the president hinted , if he is wrong and the fundamentals are not as strong as he thinks , no amount of intervention in the markets will be sufficient to hold up the currency .","anyway , the president hint , if he be wrong and the fundamental be not as strong as he think , no amount of intervention in the market will be sufficient to hold up the currency .","Not surprisingly , many speculators interpreted these remarks as a definitive signal that there would be no market intervention or interest-rate increases unless markets really started gyrating .",not,as,strong,14,15,16,"{'lemma': 'strong', 'ix': 16, 'xpos': 'JJ', 'deprel': 'conj', 'head': 'wrong'}","{'lemma': 'not', 'ix': 14, 'xpos': 'RB', 'deprel': 'neg', 'head': 'strong'}",neg,"{'lemma': 'strong', 'ix': 16, 'xpos': 'JJ', 'deprel': 'conj', 'head': 'wrong'}","{'lemma': 'as', 'ix': 15, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'strong'}",advmod,nyt_eng_199407,14-15-16,immediateNeg
nyt_eng_19940709_0143_7:6-8-9,much_bigger,"As bets go , they do n't get much bigger .",n't,much,bigger,they do n't get much bigger .,nyt_eng_19940709_0143_7,He is also betting that this process will take place without any serious long-term negative effects on the American economy .,"as bets go , they do n't get much bigger .","as bet go , they do not get much bigger .","If Clinton and his advisers are right , some speculators who have been dumping dollars by the bushel are going to lose money .",n't,much,bigger,6,8,9,"{'lemma': 'bigger', 'ix': 9, 'xpos': 'JJR', 'deprel': 'root', 'head': '.'}","{'lemma': 'not', 'ix': 6, 'xpos': 'RB', 'deprel': 'neg', 'head': 'bigger'}",neg,"{'lemma': 'bigger', 'ix': 9, 'xpos': 'JJR', 'deprel': 'root', 'head': '.'}","{'lemma': 'much', 'ix': 8, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'bigger'}",advmod,nyt_eng_199407,6-8-9,immediateNeg
nyt_eng_19940709_0119_1:16-18-19,as_dangerous,"Eric Corley , editor of the computer hacker quarterly  -LBQ-  2600 ,  -RDQ-  said Mitnick is not nearly as dangerous as authorities portray him .",not,as,dangerous,Mitnick is not nearly as dangerous as authorities,nyt_eng_19940709_0119_1,,"Eric Corley , editor of the computer hacker quarterly `` 2600 , '' said Mitnick is not nearly as dangerous as authorities portray him .","Eric Corley , editor of the computer hacker quarterly `` 2600 , '' say Mitnick be not nearly as dangerous as authority portray he .",-LBQ-  People think he is capable of doing just about anything .,not,as,dangerous,16,18,19,"{'lemma': 'dangerous', 'ix': 19, 'xpos': 'JJ', 'deprel': 'ccomp', 'head': 'say'}","{'lemma': 'not', 'ix': 16, 'xpos': 'RB', 'deprel': 'neg', 'head': 'dangerous'}",neg,"{'lemma': 'dangerous', 'ix': 19, 'xpos': 'JJ', 'deprel': 'ccomp', 'head': 'say'}","{'lemma': 'as', 'ix': 18, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'dangerous'}",advmod,nyt_eng_199407,16-18-19,immediateNeg
