hit_id|colloc|sent_text|neg_form|adv_form|adj_form|hit_text|text_window|sent_id|prev_id|prev_sent|next_id|next_sent|token_str|lemma_str|neg_lemma|adv_lemma|adj_lemma|neg_index|adv_index|adj_index|dep_neg_source|dep_neg_target|dep_neg_relation|dep_mod_source|dep_mod_target|dep_mod_relation|json_source|match_ix|utt_len|colloc_id|category
pcc_eng_29_108.3315_x1734618_06:17-18-19|quite_possible|The island of Manhattan has been inhabited by the Native American tribes for centuries, it is not quite possible to state for sure, which one made the deal with the Dutch, though probably it was the Canarsie tribe.|not|quite|possible|not quite possible|, it is not quite possible to state for sure|pcc_eng_29_108.3315_x1734618_06|pcc_eng_29_108.3315_x1734618_05|But is really the story that correct?|pcc_eng_29_108.3315_x1734618_07|Some people argue that Indians, due to their believes, didn't understand how trade with Europeans works, but we know for sure natives' concepts of possession.|The island of Manhattan has been inhabited by the Native American tribes for centuries , it is not quite possible to state for sure , which one made the deal with the Dutch , though probably it was the Canarsie tribe .|the island of Manhattan have be inhabit by the native American tribe for century , it be not quite possible to state for sure , which one make the deal with the dutch , though probably it be the Canarsie tribe .|not|quite|possible|17|18|19|{'lemma': 'possible', 'ix': 19, 'xpos': 'JJ', 'deprel': 'parataxis', 'head': 'inhabit'}|{'lemma': 'not', 'ix': 17, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'possible'}|advmod|{'lemma': 'possible', 'ix': 19, 'xpos': 'JJ', 'deprel': 'parataxis', 'head': 'inhabit'}|{'lemma': 'quite', 'ix': 18, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'possible'}|advmod|pcc_eng_29-108|17-18-19|42|pcc_eng_29_108.3315_x1734618_06-19-20|contig
pcc_eng_29_108.3312_x1734614_14:21-23-24|any_worse|Third and lastly, timing is everything in politics, and the timing for a congressional witch-hunt on Benghazi could not be any worse.|not|any|worse|not be any worse|on Benghazi could not be any worse .|pcc_eng_29_108.3312_x1734614_14|pcc_eng_29_108.3312_x1734614_13|His tenure as Secretary of State will provide the administration with a certain cover of credibility that will deter Congress, or at least the Senate Foreign Relations Committee -- the one foreign relations committee that does matter in Congress -- from further politicizing the issue of what happened in Benghazi going forward.|pcc_eng_29_108.3312_x1734614_15|January 2013 will be a busy month politically: the new Congress will be sworn in on January 3, the president's second inauguration is on January 20, issues such as the resolving of the fiscal cliff and, following the Newtown massacre, gun control will be at the forefront of our national discourse.|Third and lastly , timing is everything in politics , and the timing for a congressional witch -hunt on Benghazi could not be any worse .|third and lastly , timing be everything in politics , and the timing for a congressional witch -hunt on Benghazi could not be any bad .|not|any|worse|21|23|24|{'lemma': 'bad', 'ix': 24, 'xpos': 'JJR', 'deprel': 'conj', 'head': 'everything'}|{'lemma': 'not', 'ix': 21, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'bad'}|advmod|{'lemma': 'bad', 'ix': 24, 'xpos': 'JJR', 'deprel': 'conj', 'head': 'everything'}|{'lemma': 'any', 'ix': 23, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'bad'}|advmod|pcc_eng_29-108|21-23-24|26|pcc_eng_29_108.3312_x1734614_14-24-25|contig
pcc_eng_29_108.3305_x1734602_19:17-19-20|more_relevant|As one of the world's most influential superpowers, understanding Chinese culture and learning mandarin has never been more relevant or interesting.|never|more|relevant|never been more relevant|learning mandarin has never been more relevant or interesting .|pcc_eng_29_108.3305_x1734602_19|pcc_eng_29_108.3305_x1734602_18|I even got to visit the iconic Great Wall which was incredible.|pcc_eng_29_108.3305_x1734602_20|Study China offers students a unique insight into the country's fascinating history, amazing cities, people and culture.|As one of the world 's most influential superpowers , understanding Chinese culture and learning mandarin has never been more relevant or interesting .|as one of the world 's most influential superpower , understand Chinese culture and learning mandarin have never be more relevant or interesting .|never|more|relevant|17|19|20|{'lemma': 'relevant', 'ix': 20, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}|{'lemma': 'never', 'ix': 17, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'relevant'}|advmod|{'lemma': 'relevant', 'ix': 20, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}|{'lemma': 'more', 'ix': 19, 'xpos': 'RBR', 'deprel': 'advmod', 'head': 'relevant'}|advmod|pcc_eng_29-108|17-19-20|24|pcc_eng_29_108.3305_x1734602_19-20-21|contig
pcc_eng_29_108.3301_x1734597_152:26-27-28|as_dangerous|According to critics, the release of so many detainees in such a short period amounts to an admission by the Administration that the detainees were never as dangerous as had been claimed.|never|as|dangerous|never as dangerous|the detainees were never as dangerous as had been claimed|pcc_eng_29_108.3301_x1734597_152|pcc_eng_29_108.3301_x1734597_151|If detainees refuse to sign, they are released anyway.|pcc_eng_29_108.3301_x1734597_153|"""Now that it's clear that Guantanamo is such an embarrassment, they are just shipping as many of them out the door as they can, and just keeping enough of them to save face,"" Clive Stafford Smith, who has long represented detainees at Guantanamo, said."|According to critics , the release of so many detainees in such a short period amounts to an admission by the Administration that the detainees were never as dangerous as had been claimed .|accord to critic , the release of so many detainee in such a short period amount to a admission by the administration that the detainee be never as dangerous as have be claim .|never|as|dangerous|26|27|28|{'lemma': 'dangerous', 'ix': 28, 'xpos': 'JJ', 'deprel': 'acl:relcl', 'head': 'administration'}|{'lemma': 'never', 'ix': 26, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'dangerous'}|advmod|{'lemma': 'dangerous', 'ix': 28, 'xpos': 'JJ', 'deprel': 'acl:relcl', 'head': 'administration'}|{'lemma': 'as', 'ix': 27, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'dangerous'}|advmod|pcc_eng_29-108|26-27-28|34|pcc_eng_29_108.3301_x1734597_152-28-29|contig
pcc_eng_29_108.3300_x1734596_46:0-2-3|more_important|Nothing is more important than that you feel good!|Nothing|more|important|Nothing is more important|Nothing is more important than that you feel|pcc_eng_29_108.3300_x1734596_46|pcc_eng_29_108.3300_x1734596_45|Being happy is the cornerstone of all that you are!|pcc_eng_29_108.3300_x1734596_47|And you have absolute and utter control about that because you can choose the thought that makes you worry or the thought that makes you happy; the things that thrill you, or the things that worry you.|Nothing is more important than that you feel good !|nothing be more important than that you feel good !|Nothing|more|important|0|2|3|{'lemma': 'important', 'ix': 3, 'xpos': 'JJ', 'deprel': 'root', 'head': '!'}|{'lemma': 'nothing', 'ix': 0, 'xpos': 'NN', 'deprel': 'nsubj', 'head': 'important'}|nsubj|{'lemma': 'important', 'ix': 3, 'xpos': 'JJ', 'deprel': 'root', 'head': '!'}|{'lemma': 'more', 'ix': 2, 'xpos': 'RBR', 'deprel': 'advmod', 'head': 'important'}|advmod|pcc_eng_29-108|0-2-3|10|pcc_eng_29_108.3300_x1734596_46-3-4|contig
pcc_eng_29_108.3300_x1734596_44:0-2-3|more_important|Nothing is more important than the feeling of self-love and happiness inside.|Nothing|more|important|Nothing is more important|Nothing is more important than the feeling of|pcc_eng_29_108.3300_x1734596_44|pcc_eng_29_108.3300_x1734596_43|It means choosing love, joy and peace within your mind and body.|pcc_eng_29_108.3300_x1734596_45|Being happy is the cornerstone of all that you are!|Nothing is more important than the feeling of self-love and happiness inside .|nothing be more important than the feeling of self-love and happiness inside .|Nothing|more|important|0|2|3|{'lemma': 'important', 'ix': 3, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}|{'lemma': 'nothing', 'ix': 0, 'xpos': 'NN', 'deprel': 'nsubj', 'head': 'important'}|nsubj|{'lemma': 'important', 'ix': 3, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}|{'lemma': 'more', 'ix': 2, 'xpos': 'RBR', 'deprel': 'advmod', 'head': 'important'}|advmod|pcc_eng_29-108|0-2-3|13|pcc_eng_29_108.3300_x1734596_44-3-4|contig
pcc_eng_29_108.3292_x1734586_02:23-24-25|so_healthy|Nowadays all people want to live a healthy lifestyle, but they aren't able to do this because now our environment is not so healthy.|not|so|healthy|not so healthy|our environment is not so healthy .|pcc_eng_29_108.3292_x1734586_02|pcc_eng_29_108.3292_x1734586_01|How to lead a healthy lifestyle?|pcc_eng_29_108.3292_x1734586_03|If we want to stay healthy, then we need to follow these tips which are discussed below.|Nowadays all people want to live a healthy lifestyle , but they are n't able to do this because now our environment is not so healthy .|nowadays all people want to live a healthy lifestyle , but they be not able to do this because now we environment be not so healthy .|not|so|healthy|23|24|25|{'lemma': 'healthy', 'ix': 25, 'xpos': 'JJ', 'deprel': 'advcl', 'head': 'do'}|{'lemma': 'not', 'ix': 23, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'healthy'}|advmod|{'lemma': 'healthy', 'ix': 25, 'xpos': 'JJ', 'deprel': 'advcl', 'head': 'do'}|{'lemma': 'so', 'ix': 24, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'healthy'}|advmod|pcc_eng_29-108|23-24-25|27|pcc_eng_29_108.3292_x1734586_02-25-26|contig
pcc_eng_29_108.3287_x1734577_093:14-15-16|too_bad|"And my character (Korg), he comments, ""The damage is not too bad."|not|too|bad|not too bad|The damage is not too bad .|pcc_eng_29_108.3287_x1734577_093|pcc_eng_29_108.3287_x1734577_092|The biggest one for me is the end of the film, the destruction of Asgard; in any of these films it should be the most poignant, emotional and dramatic moment in the film.|pcc_eng_29_108.3287_x1734577_094|"We can come back here if the foundations are strong and rebuild this place."""|"And my character ( Korg ) , he comments , "" The damage is not too bad ."|"and my character ( Korg ) , he comment , "" the damage be not too bad ."|not|too|bad|14|15|16|{'lemma': 'bad', 'ix': 16, 'xpos': 'JJ', 'deprel': 'ccomp', 'head': 'comment'}|{'lemma': 'not', 'ix': 14, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'bad'}|advmod|{'lemma': 'bad', 'ix': 16, 'xpos': 'JJ', 'deprel': 'ccomp', 'head': 'comment'}|{'lemma': 'too', 'ix': 15, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'bad'}|advmod|pcc_eng_29-108|14-15-16|18|pcc_eng_29_108.3287_x1734577_093-16-17|contig
pcc_eng_29_108.3287_x1734577_041:7-8-9|entirely_sure|We got him through some connections, not entirely sure who had his phone number.|not|entirely|sure|not entirely sure|some connections , not entirely sure who had his phone|pcc_eng_29_108.3287_x1734577_041|pcc_eng_29_108.3287_x1734577_040|Thor in the play.|pcc_eng_29_108.3287_x1734577_042|The third major one is Matt Damon playing Loki.|We got him through some connections , not entirely sure who had his phone number .|we get he through some connection , not entirely sure who have he phone number .|not|entirely|sure|7|8|9|{'lemma': 'sure', 'ix': 9, 'xpos': 'JJ', 'deprel': 'parataxis', 'head': 'get'}|{'lemma': 'not', 'ix': 7, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'sure'}|advmod|{'lemma': 'sure', 'ix': 9, 'xpos': 'JJ', 'deprel': 'parataxis', 'head': 'get'}|{'lemma': 'entirely', 'ix': 8, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'sure'}|advmod|pcc_eng_29-108|7-8-9|16|pcc_eng_29_108.3287_x1734577_041-9-10|contig
pcc_eng_29_108.3287_x1734577_014:2-4-5|that_keen|I wasn't really that keen on what Asgard looks like.|n't|that|keen|n't really that keen|I was n't really that keen on what Asgard looks|pcc_eng_29_108.3287_x1734577_014|pcc_eng_29_108.3287_x1734577_013|Actually went to Valahalla and had this big showdown there but that idea only lasted a couple of weeks.|pcc_eng_29_108.3287_x1734577_015|Seems like quite a privileged place to live.|I was n't really that keen on what Asgard looks like .|I be not really that keen on what Asgard look like .|n't|that|keen|2|4|5|{'lemma': 'keen', 'ix': 5, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}|{'lemma': 'not', 'ix': 2, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'keen'}|advmod|{'lemma': 'keen', 'ix': 5, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}|{'lemma': 'that', 'ix': 4, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'keen'}|advmod|pcc_eng_29-108|2-4-5|12|pcc_eng_29_108.3287_x1734577_014-5-6|contig
pcc_eng_29_108.3284_x1734571_27:5-7-8|most_comfortable|"The San Mateo community is not the most comfortable but we want to ensure that we can assist in ensuring the good health of their children, and what better way than through clean drinking water,"" added Whittaker."|not|most|comfortable|not the most comfortable|Mateo community is not the most comfortable but we want to|pcc_eng_29_108.3284_x1734571_27|pcc_eng_29_108.3284_x1734571_26|"""We want to ensure that they all have clean drinking water, especially the less fortunate who may not be able to afford it as others within the town do."|pcc_eng_29_108.3284_x1734571_28|The donation will be used to purchase buckets fitted with Sawyer Water Filter Systems.|"The San Mateo community is not the most comfortable but we want to ensure that we can assist in ensuring the good health of their children , and what better way than through clean drinking water , "" added Whittaker ."|"the San Mateo community be not the most comfortable but we want to ensure that we can assist in ensure the good health of they child , and what good way than through clean drinking water , "" add Whittaker ."|not|most|comfortable|5|7|8|{'lemma': 'comfortable', 'ix': 8, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}|{'lemma': 'not', 'ix': 5, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'comfortable'}|advmod|{'lemma': 'comfortable', 'ix': 8, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}|{'lemma': 'most', 'ix': 7, 'xpos': 'RBS', 'deprel': 'advmod', 'head': 'comfortable'}|advmod|pcc_eng_29-108|5-7-8|41|pcc_eng_29_108.3284_x1734571_27-8-9|contig
pcc_eng_29_108.3248_x1734510_12:23-25-26|real_clear|"""So it's elegant, it's easy to memorize out of even though the language is archaic, but it's not always real clear and it's not always real accurate."""|not|real|clear|not always real clear|but it 's not always real clear and it 's not|pcc_eng_29_108.3248_x1734510_12|pcc_eng_29_108.3248_x1734510_11|"""But it's not the most accurate anymore,"" he added."|pcc_eng_29_108.3248_x1734510_13|Ya think?!|""" So it 's elegant , it 's easy to memorize out of even though the language is archaic , but it 's not always real clear and it 's not always real accurate . """|""" so it be elegant , it be easy to memorize out of even though the language be archaic , but it be not always real clear and it be not always real accurate . """|not|real|clear|23|25|26|{'lemma': 'clear', 'ix': 26, 'xpos': 'JJ', 'deprel': 'conj', 'head': 'easy'}|{'lemma': 'not', 'ix': 23, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'clear'}|advmod|{'lemma': 'clear', 'ix': 26, 'xpos': 'JJ', 'deprel': 'conj', 'head': 'easy'}|{'lemma': 'real', 'ix': 25, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'clear'}|advmod|pcc_eng_29-108|23-25-26|36|pcc_eng_29_108.3248_x1734510_12-26-27|contig
pcc_eng_29_108.3248_x1734510_12:30-32-33|real_accurate|"""So it's elegant, it's easy to memorize out of even though the language is archaic, but it's not always real clear and it's not always real accurate."""|not|real|accurate|not always real accurate|"and it 's not always real accurate . """|pcc_eng_29_108.3248_x1734510_12|pcc_eng_29_108.3248_x1734510_11|"""But it's not the most accurate anymore,"" he added."|pcc_eng_29_108.3248_x1734510_13|Ya think?!|""" So it 's elegant , it 's easy to memorize out of even though the language is archaic , but it 's not always real clear and it 's not always real accurate . """|""" so it be elegant , it be easy to memorize out of even though the language be archaic , but it be not always real clear and it be not always real accurate . """|not|real|accurate|30|32|33|{'lemma': 'accurate', 'ix': 33, 'xpos': 'JJ', 'deprel': 'conj', 'head': 'clear'}|{'lemma': 'not', 'ix': 30, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'accurate'}|advmod|{'lemma': 'accurate', 'ix': 33, 'xpos': 'JJ', 'deprel': 'conj', 'head': 'clear'}|{'lemma': 'real', 'ix': 32, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'accurate'}|advmod|pcc_eng_29-108|30-32-33|36|pcc_eng_29_108.3248_x1734510_12-33-34|contig
pcc_eng_29_108.3225_x1734470_26:11-12-13|yet_ready|In fact, it binds so effectively that the molecule is not yet ready to be used therapeutically: it doesn't last long enough in the patient's body.|not|yet|ready|not yet ready|the molecule is not yet ready to be used therapeutically|pcc_eng_29_108.3225_x1734470_26|pcc_eng_29_108.3225_x1734470_25|"""The three-dimensional structures of naturally occurring molecules are often more complex, more twisted, than synthetic molecules, and that's precisely what allows pyridomycin to bind onto these two sites simultaneously."""|pcc_eng_29_108.3225_x1734470_27|This is the point at which bioengineering needs to take over from Mother Nature - to develop a more robust version of the molecule.|In fact , it binds so effectively that the molecule is not yet ready to be used therapeutically : it does n't last long enough in the patient 's body .|in fact , it bind so effectively that the molecule be not yet ready to be use therapeutically : it do not last long enough in the patient 's body .|not|yet|ready|11|12|13|{'lemma': 'ready', 'ix': 13, 'xpos': 'JJ', 'deprel': 'ccomp', 'head': 'bind'}|{'lemma': 'not', 'ix': 11, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'ready'}|advmod|{'lemma': 'ready', 'ix': 13, 'xpos': 'JJ', 'deprel': 'ccomp', 'head': 'bind'}|{'lemma': 'yet', 'ix': 12, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'ready'}|advmod|pcc_eng_29-108|11-12-13|31|pcc_eng_29_108.3225_x1734470_26-13-14|contig
pcc_eng_29_108.3200_x1734433_149:11-13-14|as_advanced|Click Funnels has this capability with Actionetics, however it's not almost as advanced as Infusionsoft.|not|as|advanced|not almost as advanced|however it 's not almost as advanced as Infusionsoft .|pcc_eng_29_108.3200_x1734433_149|pcc_eng_29_108.3200_x1734433_148|At it's core, Infusionsoft is a CRM platform - one that enables you to manage your whole customer database.|pcc_eng_29_108.3200_x1734433_150|Infusionsoft is also very expensive and forces every brand-new customer to pay $2000 for a required kickstart mentoring package just to discover the best ways to make use of the complicated system (which is notoriously difficult to use).|Click Funnels has this capability with Actionetics , however it 's not almost as advanced as Infusionsoft .|click funnel have this capability with Actionetics , however it be not almost as advanced as Infusionsoft .|not|as|advanced|11|13|14|{'lemma': 'advanced', 'ix': 14, 'xpos': 'JJ', 'deprel': 'parataxis', 'head': 'have'}|{'lemma': 'not', 'ix': 11, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'advanced'}|advmod|{'lemma': 'advanced', 'ix': 14, 'xpos': 'JJ', 'deprel': 'parataxis', 'head': 'have'}|{'lemma': 'as', 'ix': 13, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'advanced'}|advmod|pcc_eng_29-108|11-13-14|18|pcc_eng_29_108.3200_x1734433_149-14-15|contig
pcc_eng_29_108.3179_x1734399_06:14-15-16|any_better|From what I read in the news, this season's First XI is not any better.|not|any|better|not any better|First XI is not any better .|pcc_eng_29_108.3179_x1734399_06|pcc_eng_29_108.3179_x1734399_05|"While losing outright on at least 4 outings, we almost came close to yielding Dharmaraja a long-illusive ""Big Match"" win."|pcc_eng_29_108.3179_x1734399_07|Just a fortnight ago, we lost outright to Trinity (Trinity, in fact, is going great guns, winning 4/4 outings this season, todate.|From what I read in the news , this season 's First XI is not any better .|from what I read in the news , this season 's first XI be not any good .|not|any|better|14|15|16|{'lemma': 'good', 'ix': 16, 'xpos': 'JJR', 'deprel': 'root', 'head': '.'}|{'lemma': 'not', 'ix': 14, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'good'}|advmod|{'lemma': 'good', 'ix': 16, 'xpos': 'JJR', 'deprel': 'root', 'head': '.'}|{'lemma': 'any', 'ix': 15, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'good'}|advmod|pcc_eng_29-108|14-15-16|18|pcc_eng_29_108.3179_x1734399_06-16-17|contig
pcc_eng_29_108.3167_x1734383_189:7-8-9|so_busy|"""I'll stop by when you're not so busy, Sanzo-sama."""|not|so|busy|not so busy|"when you 're not so busy , Sanzo-sama . """|pcc_eng_29_108.3167_x1734383_189|pcc_eng_29_108.3167_x1734383_188|"""No, but that's quite all right, Goku-kun,"" Hong Chao assured him."|pcc_eng_29_108.3167_x1734383_190|With a wave, he left.|""" I'll stop by when you 're not so busy , Sanzo-sama . """|""" I'll stop by when you be not so busy , Sanzo-sama . """|not|so|busy|7|8|9|{'lemma': 'busy', 'ix': 9, 'xpos': 'JJ', 'deprel': 'advcl', 'head': 'stop'}|{'lemma': 'not', 'ix': 7, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'busy'}|advmod|{'lemma': 'busy', 'ix': 9, 'xpos': 'JJ', 'deprel': 'advcl', 'head': 'stop'}|{'lemma': 'so', 'ix': 8, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'busy'}|advmod|pcc_eng_29-108|7-8-9|14|pcc_eng_29_108.3167_x1734383_189-9-10|contig
pcc_eng_29_108.3167_x1734383_075:15-17-18|as_bad|Because while he'd always been possessive, even as a child, he'd never been as bad as this - at least, not before he became youkai.|never|as|bad|never been as bad|, he 'd never been as bad as this - at|pcc_eng_29_108.3167_x1734383_075|pcc_eng_29_108.3167_x1734383_074|He knew that.|pcc_eng_29_108.3167_x1734383_076|But now... well, to paraphrase Goku, once youkai instincts laid a claim on someone or something, they did not let go.|Because while he 'd always been possessive , even as a child , he 'd never been as bad as this - at least , not before he became youkai .|because while he would always be possessive , even as a child , he would never be as bad as this - at least , not before he become youkai .|never|as|bad|15|17|18|{'lemma': 'bad', 'ix': 18, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}|{'lemma': 'never', 'ix': 15, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'bad'}|advmod|{'lemma': 'bad', 'ix': 18, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}|{'lemma': 'as', 'ix': 17, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'bad'}|advmod|pcc_eng_29-108|15-17-18|31|pcc_eng_29_108.3167_x1734383_075-18-19|contig
pcc_eng_29_108.3167_x1734383_056:0-8-9|only_momentary|Not to mention any satisfaction gained would be only momentary.|Not|only|momentary|Not to mention any satisfaction gained would be only momentary|Not to mention any satisfaction gained would be only momentary .|pcc_eng_29_108.3167_x1734383_056|pcc_eng_29_108.3167_x1734383_055|It might be satisfying to break it - throw it against the wall, or hit it with a chi blast - but he was the one who would end up cleaning it up, so it wasn't really worth it.|pcc_eng_29_108.3167_x1734383_057|Hakkai resumed his daydream about the slicing and dicing idea.|Not to mention any satisfaction gained would be only momentary .|not to mention any satisfaction gain would be only momentary .|Not|only|momentary|0|8|9|{'lemma': 'momentary', 'ix': 9, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}|{'lemma': 'not', 'ix': 0, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'momentary'}|advmod|{'lemma': 'momentary', 'ix': 9, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}|{'lemma': 'only', 'ix': 8, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'momentary'}|advmod|pcc_eng_29-108|0-8-9|11|pcc_eng_29_108.3167_x1734383_056-9-10|contig
pcc_eng_29_108.3167_x1734383_055:38-39-40|really_worth|It might be satisfying to break it - throw it against the wall, or hit it with a chi blast - but he was the one who would end up cleaning it up, so it wasn't really worth it.|n't|really|worth|n't really worth|so it was n't really worth it .|pcc_eng_29_108.3167_x1734383_055|pcc_eng_29_108.3167_x1734383_054|The unlucky sake bottle was the recipient of another glare.|pcc_eng_29_108.3167_x1734383_056|Not to mention any satisfaction gained would be only momentary.|It might be satisfying to break it - throw it against the wall , or hit it with a chi blast - but he was the one who would end up cleaning it up , so it was n't really worth it .|it might be satisfying to break it - throw it against the wall , or hit it with a chi blast - but he be the one who would end up clean it up , so it be not really worth it .|n't|really|worth|38|39|40|{'lemma': 'worth', 'ix': 40, 'xpos': 'JJ', 'deprel': 'parataxis', 'head': 'one'}|{'lemma': 'not', 'ix': 38, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'worth'}|advmod|{'lemma': 'worth', 'ix': 40, 'xpos': 'JJ', 'deprel': 'parataxis', 'head': 'one'}|{'lemma': 'really', 'ix': 39, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'worth'}|advmod|pcc_eng_29-108|38-39-40|43|pcc_eng_29_108.3167_x1734383_055-40-41|contig
pcc_eng_29_108.3152_x1734363_26:8-9-10|always_easy|Everyone needs good credit, but it's not always easy to get.|not|always|easy|not always easy|but it 's not always easy to get .|pcc_eng_29_108.3152_x1734363_26|pcc_eng_29_108.3152_x1734363_25|The Green Dot primor secured Mastercard Gold credit card provides an affordable way for consumers to make the most of their buying power.|pcc_eng_29_108.3152_x1734363_27|Whether you are new to credit or have experienced some issues in the past, the First Progress Secured Platinum Select Mastercard could help you establish the credit you need to qualify for more substantial borrowing.|Everyone needs good credit , but it 's not always easy to get .|everyone need good credit , but it be not always easy to get .|not|always|easy|8|9|10|{'lemma': 'easy', 'ix': 10, 'xpos': 'JJ', 'deprel': 'conj', 'head': 'need'}|{'lemma': 'not', 'ix': 8, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'easy'}|advmod|{'lemma': 'easy', 'ix': 10, 'xpos': 'JJ', 'deprel': 'conj', 'head': 'need'}|{'lemma': 'always', 'ix': 9, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'easy'}|advmod|pcc_eng_29-108|8-9-10|14|pcc_eng_29_108.3152_x1734363_26-10-11|contig
pcc_eng_29_108.3147_x1734349_093:3-5-6|as_potent|That lineup isn't nearly as potent these days, and with no carrying fantasy skill, he is little more than a Band-Aid to be used exclusively in NL-only leagues.|n't|as|potent|n't nearly as potent|That lineup is n't nearly as potent these days , and|pcc_eng_29_108.3147_x1734349_093|pcc_eng_29_108.3147_x1734349_092|He may just be the seat warmer for Jose Peraza in Atlanta, but even with some guaranteed playing time, he isn't particularly appealing.|pcc_eng_29_108.3147_x1734349_094|2015|That lineup is n't nearly as potent these days , and with no carrying fantasy skill , he is little more than a Band - Aid to be used exclusively in NL -only leagues .|that lineup be not nearly as potent this day , and with no carry fantasy skill , he be little more than a Band - Aid to be use exclusively in NL -only league .|n't|as|potent|3|5|6|{'lemma': 'potent', 'ix': 6, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}|{'lemma': 'not', 'ix': 3, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'potent'}|advmod|{'lemma': 'potent', 'ix': 6, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}|{'lemma': 'as', 'ix': 5, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'potent'}|advmod|pcc_eng_29-108|3-5-6|35|pcc_eng_29_108.3147_x1734349_093-6-7|contig
pcc_eng_29_108.3147_x1734349_092:23-24-25|particularly_appealing|He may just be the seat warmer for Jose Peraza in Atlanta, but even with some guaranteed playing time, he isn't particularly appealing.|n't|particularly|appealing|n't particularly appealing|, he is n't particularly appealing .|pcc_eng_29_108.3147_x1734349_092|pcc_eng_29_108.3147_x1734349_091|The approach remained strong in 2014, but the power evaporated, and given that he has played the bulk of his career in pitcher-friendly parks, it is hard to just blame it on his being in Oakland, especially since it was a .495 road OPS that really hampered him.|pcc_eng_29_108.3147_x1734349_093|That lineup isn't nearly as potent these days, and with no carrying fantasy skill, he is little more than a Band-Aid to be used exclusively in NL-only leagues.|He may just be the seat warmer for Jose Peraza in Atlanta , but even with some guaranteed playing time , he is n't particularly appealing .|he may just be the seat warm for Jose Peraza in Atlanta , but even with some guarantee play time , he be not particularly appealing .|n't|particularly|appealing|23|24|25|{'lemma': 'appealing', 'ix': 25, 'xpos': 'JJ', 'deprel': 'conj', 'head': 'seat'}|{'lemma': 'not', 'ix': 23, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'appealing'}|advmod|{'lemma': 'appealing', 'ix': 25, 'xpos': 'JJ', 'deprel': 'conj', 'head': 'seat'}|{'lemma': 'particularly', 'ix': 24, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'appealing'}|advmod|pcc_eng_29-108|23-24-25|27|pcc_eng_29_108.3147_x1734349_092-25-26|contig
