adv,adj,sent_id,adv_index,sent_text
about,soccer,nyt_eng_19940704_0114_1,5,This is not just about soccer .
always,easy,nyt_eng_19940704_0077_2,21,"You ca n't tell one from another , except for the faces that front them , and it is not always easy to tell a television news magazine from a television tabloid ."
as,exciting,nyt_eng_19940704_0043_1,5,"Maybe it was n't as exciting as the World Cup , but if you were watching the White House last week you still needed a scorecard , and even then it was hard to make out just what game was being played ."
nearly,enough,nyt_eng_19940704_0021_15,4,It was not nearly enough .
that,sentimental,nyt_eng_19940704_0008_41,5,"-LBQ-  He 's not that sentimental ,  -RDQ-  Hershiser said ."
necessarily,newsworthy,nyt_eng_19940703_0153_32,15,She said the editor had told her that the mayor 's visit was not necessarily newsworthy .
necessarily,different,nyt_eng_19940703_0149_54,6,"-LBQ-  Gay men are n't necessarily different when it comes to use of condoms than the general population ,  -RDQ-  said state public health researcher Maggie Frederick , who recently coordinated a survey of men and women with AIDS ."
so,cavalier,nyt_eng_19940703_0134_3,33,Some companies that won contracts by claiming female or minority ownership may actually be owned by men or whites -- facts that city officials could have ascertained if they had not been so cavalier in their investigations .
exactly,world-renowned,nyt_eng_19940703_0127_15,34,"-LBQ-  Every five minutes ,  -RDQ-  she said ,  -LBQ-  we hear another hospital touting another medical program , some of which are not exactly in-depth medical programs at institutions that are not exactly world-renowned , along with the renowned ones , too .  -RDQ-"
yet,ready,nyt_eng_19940703_0106_17,51,"In Warsaw , where he is to arrive Wednesday night , Clinton hopes to reassure Poland and the leaders of other Eastern European countries that the United States does not regard them as falling under some new Russian sphere of influence , even though Washington and its allies are not yet ready to include them in NATO ."
quite,right,nyt_eng_19940703_0105_5,6,But somehow it was not quite right .
as,strong,nyt_eng_19940703_0061_24,5,"-LBQ-  Reservations were n't as strong as we expected ,  -RDQ-  said Leora Halpern , a Sheraton spokesman ,  -LBQ-  but our occupancy was up 16 percent in July for the Meadowlands and 10 percent for the New York Sheraton .  -RDQ-"
as,dramatic,nyt_eng_19940703_0061_12,9,"-LBQ-  The impact in Boston itself was not as dramatic as forecast ,  -RDQ-  said Pat Moscaritolo , president of the Greater Boston Convention and Visitors Bureau ."
as,strong,nyt_eng_19940703_0060_47,7,"I keep hearing it 's not as strong as others had hoped for , too ."
always,easy,nyt_eng_19940703_0041_2,21,"You ca n't tell one from another , except for the faces that front them , and it is not always easy to tell a television news magazine from a television tabloid ."
always,successful,nyt_eng_19940703_0027_36,9,"By contrast , the people passages are not always successful ."
that,nice,nyt_eng_19940703_0026_26,11,"-LBQ-  He just said ` Sorry ' -- was n't that nice from him -- and he said , ` I could n't play any better , '  -RDQ-  Ivanisevic said ."
too,happy,nyt_eng_19940702_0251_1,27,"Although Los Angeles Dodgers shortstop Jose Offerman is trying to make the best of his demotion to Class AAA Albuquerque , he admits he 's not too happy about it ."
as,significant,nyt_eng_19940702_0246_22,20,"-LBQ-  If they kick up , there could be a benefit to surfing , but it would n't be as significant as Hawaii .  -RDQ-"
as,nice,nyt_eng_19940702_0208_48,14,"-LBQ-  We were still proud of them , but some people were n't as nice .  -RDQ-"
immediately,clear,nyt_eng_19940702_0196_14,5,"The cause was not immediately clear , but he had been in declining health for a month , said his son Lt. Col. Frederic F. Draper ."
as,broad,nyt_eng_19940702_0186_7,23,"For one , it may come as a shock to discover that the extent of the right to know may not be as broad as anticipated , at least from a statutory standpoint ."
so,sure,nyt_eng_19940702_0177_26,14,"After watching all the offense this season , though , Gwynn is not so sure anymore ."
very,good,nyt_eng_19940702_0160_60,5,"-LBQ-  I 'm not very good at it , but I love doing it ,  -RDQ-  Ramos said ."
so,stingy,nyt_eng_19940702_0151_1,48,"On this rolling expanse of tall-grass prairie , where many Shakopee Mdewekantan once barely eked out a living by stripping copper and selling cigarettes , or scraped along on welfare , tribal elders would remind children growing up in rickety trailers that life had not always been so stingy ."
overly,pious,nyt_eng_19940702_0150_21,12,"It 's a small world , so let us not be overly pious about what happened in the streets of Medellin ."
about,soccer,nyt_eng_19940702_0150_1,5,This is not just about soccer .
only,worried,nyt_eng_19940702_0147_38,5,"-LBQ-  Buddy was not only worried about winning that game ,  -RDQ-  said Joyner ,  -LBQ-  he did n't want anyone getting hurt ."
that,unexpected,nyt_eng_19940702_0128_3,11,"The victory for the Gan team 's leader was not that unexpected , but the margin was ."
very,significant,nyt_eng_19940702_0109_31,23,"-LBQ-  Even though there have been a series of sanctions over the last couple of years , they really have not been very significant ,  -RDQ-  he said ."
that,great,nyt_eng_19940702_0071_13,5,"-LBQ-  It was n't that great , but three or four weeks later , it rebloomed .  -RDQ-"
as,exciting,nyt_eng_19940702_0043_1,5,"Maybe it was n't as exciting as the World Cup , but if you were watching the White House last week you still needed a scorecard , and even then it was hard to make out just what game was being played ."
even,accessible,nyt_eng_19940702_0032_15,4,It was n't even accessible to wheelchairs .
so,horrid,nyt_eng_19940702_0012_33,14,Darling says it 's easier to pitch well when the team is n't so horrid .
as,important,nyt_eng_19940702_0012_5,5,"-LBQ-  That 's not as important as being a game closer to the magic number ,  -RDQ-  he said , reiterating his desire to ignore the standings until the A 's -LRB- 33-45 -RRB- have at least a .500 record ."
all,weepy,nyt_eng_19940701_0378_9,6,Sorry if I 'm not all weepy about Martina Navratilova 's run at another Wimbledon title .
so,bad,nyt_eng_19940701_0327_41,6,O.J. must not have been so bad .
just,grim,nyt_eng_19940701_0325_20,10,"Taken in sum , Friday 's testimony was not just grim ."
as,sensitive,nyt_eng_19940701_0324_19,9,"-LBQ-  With some lawyers , she 's not as sensitive to their feelings as they would like ,  -RDQ-  he said ,  -LBQ-  and that creates a lot of the tension .  -RDQ-"
as,energetic,nyt_eng_19940701_0316_26,13,"Then there is politics  -COL-  California 's congressional delegation has not been as energetic as politicians elsewhere in lobbying for defense business , says Robert Paulson , a McKinsey director and head of its aerospace practice ."
so,naive,nyt_eng_19940701_0315_37,16,"At the same time , he added , the United States  -LBQ-  must not be so naive  -RDQ-  as to assume the North Korean leader has abandoned his drive for nuclear weapons or oft-stated desire to dominate the Korean Peninsula ."
truly,connected,nyt_eng_19940701_0303_28,28,"No matter how well informed Arafat was on conditions here during his years of exile , it was striking for many to realize that he was not truly connected to the reality on the ground ."
as,athletic,nyt_eng_19940701_0281_37,6,"-LBQ-  He is not quite as athletic , but he can run the floor like David Robinson .  -RDQ-"
so,sure,nyt_eng_19940701_0253_5,38,"Los Angeles law is not like  -LBQ-  L.A. Law ,  -RDQ-  the experts kept reminding us , although those of us who suffered through the aimless plodding of that series ' last few seasons perhaps were n't so sure ."
as,bad,nyt_eng_19940701_0232_22,39,"So what 's a company with products like Tropical Fever , which promises  -LBQ-  up to 10 times better tanning results in half the time ,  -RDQ-  doing making claims that  -LBQ-  too little sun exposure may be as bad , if not worse to overall health as too much sun  -RDQ-  ?"
as,apparent,nyt_eng_19940701_0232_18,6,"Visible aging changes are not as apparent in black skin because it has more melanin , the pigment in human skin that absorbs sunlight and protects skin from ultraviolet radiation damage ."
terribly,well-known,nyt_eng_19940701_0227_18,32,"Norman J. Ornstein , a political analyst at the American Enterprise Institute , said in an interview that while Alexander is known in the political community ,  -LBQ-  he 's not terribly well-known around the nation .  -RDQ-"
easily,available,nyt_eng_19940701_0201_13,6,"Contraception for women is not easily available in Poland , in part because birth control pills are too expensive for most of them ."
as,lurid,nyt_eng_19940701_0180_1,5,"It may not be as lurid as the O.J. Simpson saga , but the surprise announcement of a possible $ 2 billion CBS-QVC merger has all the elements of high-finance drama ."
as,lurid,nyt_eng_19940701_0176_1,5,"It may not be as lurid as the O.J. Simpson saga , but the surprise announcement of a possible $ 2 billion CBS-QVC merger has all the elements of high-finance drama ."
so,easy,nyt_eng_19940701_0173_28,5,"Edwards was n't always so easy to work with , said his mother , Debbie ."
too,strong,nyt_eng_19940701_0168_45,15,Be sure to taste the Gorgonzola before buying it ; it should n't be too strong or overpowering .
so,easy,nyt_eng_19940701_0166_9,6,"Alas , it is not so easy ."
too,razzle-dazzle,nyt_eng_19940701_0157_46,6,"Graphically , it 's not too razzle-dazzle , although it 's a good representation of a bird 's - eye view of a green-top table with solids and stripes rolling around on it ."
as,special,nyt_eng_19940701_0143_29,7,But should n't it be just as special if she were 49 ?
too,big,nyt_eng_19940701_0143_23,6,"See , I 'm not too big on having people over ."
very,popular,nyt_eng_19940701_0120_26,27,"Susan Chapman , a financial analyst who follows railroads for Forbes , Walsh , Kelly investment bankers in New York , said Krebs  -LBQ-  was not very popular  -RDQ-  since he came from the weaker Southern Pacific operation ."
yet,commensurate,nyt_eng_19940701_0092_11,7,"-LBQ-  But that role is not yet commensurate with our profound contributions , because of thousands of years of feudalism .  -RDQ-"
exactly,factual,nyt_eng_19940701_0087_2,19,"-LBQ-  In the Name of the Father  -RDQ-  -LRB- R -RRB- -- Who cares if it 's not exactly factual ? Directed in fiery fashion by Jim Sheridan -LRB-  -LBQ-  My Left Foot  -RDQ-  -RRB- , this fact-based drama stars Daniel Day-Lewis as an Irishman who winds up wrongly jailed for a pub bombing in Britain ."
all,bad,nyt_eng_19940701_0050_26,12,Anyone so scorned by these  -LBQ-  populists  -RDQ-  can not be all bad .
as,experienced,nyt_eng_19940701_0043_5,17,"-LBQ-  If you look at this logically , we -LRB- the U.S. team -RRB- are not as experienced or as talented as Brazil ,  -RDQ-  said University of San Francisco soccer coach Steve Negoesco ."
that,different,nyt_eng_19940701_0027_53,12,"In most of the ways that matter , he is not that different from many other top-level Wells Fargo employees ."
unconstitutionally,vague,nyt_eng_19940701_0019_5,17,"But in the majority opinion , Justice Anthony M. Kennedy said California 's process is not unconstitutionally vague ."
unconstitutionally,vague,nyt_eng_19940701_0019_2,23,"In an 8-1 vote Thursday , the court ruled that California 's jury instructions for determining which defendants are condemned were not unconstitutionally vague as had been argued in challenges by two Death Row inmates ."
