line_in_source,hit_id,colloc,adv,adj,sent_text,sent_id,adv_index,corpus_segment,date,year,polarity,context,context_word,context_type,in_basic,context_overlap
313330,nyt_eng_19970502_0430_18:9,too_much,too,much,"But Mayor Rudolph Giuliani decided even that was too much , and starting on July 4 the ride 's free .",nyt_eng_19970502_0430_18,9,nyt_eng_19970502,1997-05-02,1997,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,False
121904,nyt_eng_19951005_0442_23:8,too_much,too,much,In this country it 's traditionally been too much in favor of fair trial and against free speech .  -RDQ-,nyt_eng_19951005_0442_23,8,nyt_eng_19951005,1995-10-05,1995,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,False
26111,nyt_eng_19941026_0252_19:18,too_narrow,too,narrow,"He added ,  -LBQ-  I have a truly marvelous demonstration of this proposition which this margin is too narrow to contain .  -RDQ-",nyt_eng_19941026_0252_19,18,nyt_eng_19941026,1994-10-26,1994,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,False
394113,nyt_eng_19971218_0963_28:7,too_old,too,old,I thought Kim Dae Jung was too old .,nyt_eng_19971218_0963_28,7,nyt_eng_19971218,1997-12-18,1997,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,False
342995,nyt_eng_19970729_0075_11:20,too_presumptuous,too,presumptuous,"Commenting on the gains by Toyota Motor Corp. and Honda Motor Co. , Boardman said investors are  -LBQ-  being too presumptuous to think it will stop at Nissan .  -RDQ-",nyt_eng_19970729_0075_11,20,nyt_eng_19970729,1997-07-29,1997,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,False
226154,nyt_eng_19960816_0371_29:27,too_promising,too,promising,"Robert Ford , an analyst at Merrill Lynch , said in a report the long-term prospects for the soft drink business in the Southern Cone are too promising for PepsiCo to let Baesa cease functioning .",nyt_eng_19960816_0371_29,27,nyt_eng_19960816,1996-08-16,1996,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,False
319364,nyt_eng_19970520_0222_28:15,too_quiet,too,quiet,Nicholas Delbanco is not a noisy writer and the Sherbrookes volumes may simply be too quiet .,nyt_eng_19970520_0222_28,15,nyt_eng_19970520,1997-05-20,1997,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,False
364414,nyt_eng_19970928_0194_24:5,too_rapid,too,rapid,"-LBQ-  The increases are too rapid to reflect genetic changes , and better diagnostic detection is not a likely explanation ,  -RDQ-  said Dr. Philip Landrigan , a pediatrician who directs the division of environmental medicine at the Mount Sinai School of Medicine in New York City and who is the senior adviser to a new office of children 's health at the EPA  -LBQ-  The strong probability exists that environmental factors are playing a role .  -RDQ-",nyt_eng_19970928_0194_24,5,nyt_eng_19970928,1997-09-28,1997,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,False
30468,nyt_eng_19941115_0324_45:8,too_restrictive,too,restrictive,-LBQ-  The Federal Reserve 's measures are too restrictive .  -RDQ-,nyt_eng_19941115_0324_45,8,nyt_eng_19941115,1994-11-15,1994,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,False
326153,nyt_eng_19970609_0279_9:6,too_rigid,too,rigid,"I think that position is too rigid , as does the Bee 's ombudsman , Art Nauman .",nyt_eng_19970609_0279_9,6,nyt_eng_19970609,1997-06-09,1997,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,False
18119,nyt_eng_19940921_0143_12:7,too_savvy,too,savvy,"As a director , Redford is too savvy to buy into the warm-fuzzy myths of nostalgia .",nyt_eng_19940921_0143_12,7,nyt_eng_19940921,1994-09-21,1994,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,False
304258,nyt_eng_19970407_0113_8:35,too_simplistic,too,simplistic,"-LBQ-  We still do n't know who these people were or how they got to southern Chile , but it is clear that our current theories about the peopling of the Americas are far too simplistic ,  -RDQ-  University of Massachusetts archaeologist Dena Dincauze told the annual meeting of the Society for American Archaeology in Nashville .",nyt_eng_19970407_0113_8,35,nyt_eng_19970407,1997-04-07,1997,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,False
374734,nyt_eng_19971027_0357_58:10,too_slow,too,slow,"The Escargo , sold at Slick-tail Speedsters , is too slow .",nyt_eng_19971027_0357_58,10,nyt_eng_19971027,1997-10-27,1997,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,False
157311,nyt_eng_19960119_0354_57:14,too_small,too,small,"Some function controls on the radio , notably the band selector , are too small .",nyt_eng_19960119_0354_57,14,nyt_eng_19960119,1996-01-19,1996,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,False
375651,nyt_eng_19971029_0116_12:4,too_small,too,small,"Since she was too small to brutalize anyone , she decided her only recourse was to learn a little all-American sign language .",nyt_eng_19971029_0116_12,4,nyt_eng_19971029,1997-10-29,1997,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,False
389262,nyt_eng_19971205_0664_26:27,too_small,too,small,"Wall Street has overlooked the company , he said , because for years it was two-thirds-owned by Westinghouse and the one-third that was publicly traded was too small for most analysts to follow .",nyt_eng_19971205_0664_26,27,nyt_eng_19971205,1997-12-05,1997,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,False
394311,nyt_eng_19971219_0356_18:30,too_small,too,small,"A long , costly government investigation came up with not a scintilla of evidence that there was anything wrong with Audis other than the fact that the pedals were too small for the big-foots who bought them .",nyt_eng_19971219_0356_18,30,nyt_eng_19971219,1997-12-19,1997,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,False
414986,nyt_eng_19980222_0002_14:12,too_smart,too,smart,"Of course , lying is not recommended , because Austin is too smart to fall for it .",nyt_eng_19980222_0002_14,12,nyt_eng_19980222,1998-02-22,1998,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,False
21522,nyt_eng_19941006_0227_10:4,too_sordid,too,sordid,"-LBQ-  It 's too sordid and too dumb , a moronic conspiracy ,  -RDQ-  said Carlos Monsivais , a left-leaning writer and commentator .",nyt_eng_19941006_0227_10,4,nyt_eng_19941006,1994-10-06,1994,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,False
247514,nyt_eng_19961018_0437_14:5,too_static,too,static,"If those views are too static , you can take a helicopter over the churning water .",nyt_eng_19961018_0437_14,5,nyt_eng_19961018,1996-10-18,1996,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,False
91676,nyt_eng_19950703_0223_23:10,too_strict,too,strict,"In 1992 , 38 percent said their parents are too strict , up from 29 percent in 1985 .",nyt_eng_19950703_0223_23,10,nyt_eng_19950703,1995-07-03,1995,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,False
806,nyt_eng_19940705_0184_37:29,too_strong,too,strong,"The Olympic champion in pursuit and former holder of the world record for the hour 's ride against the clock , both solitary disciplines , may have been too strong and too eager for his teammates in this race .",nyt_eng_19940705_0184_37,29,nyt_eng_19940705,1994-07-05,1994,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,False
398212,nyt_eng_19980101_0145_31:5,too_suspicious,too,suspicious,"But their supporters are too suspicious of candidates from other tribes to construct a coalition , analysts say .",nyt_eng_19980101_0145_31,5,nyt_eng_19980101,1998-01-01,1998,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,False
117908,nyt_eng_19950922_0022_8:9,too_talented,too,talented,"Many observers thought that  -LBQ-  Lefty  -RDQ-  is too talented to be left out of the lineup , especially on a team that has four other first-time players .",nyt_eng_19950922_0022_8,9,nyt_eng_19950922,1995-09-22,1995,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,False
7918,nyt_eng_19950519_0317_5:19,too_tight,too,tight,"The larger holes enable you to more easily adjust the placement of the stripping so it is not too tight against the door , but they also mean that the strip may slip before the screws are tightened .",nyt_eng_19950519_0317_5,19,nyt_eng_19950519,1995-05-19,1995,negative,not_VP-adv,not,VP-adv,True,False
322190,nyt_eng_19970528_0550_4:17,too_unwieldy,too,unwieldy,"The new company , which would have a market capitalization of $ 20.2 billion , is too unwieldy to grow earnings at the 25 percent annual rate set by CUC and HFS , with the help of numerous acquisitions , some investors said .",nyt_eng_19970528_0550_4,17,nyt_eng_19970528,1997-05-28,1997,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,False
243627,nyt_eng_19961008_0054_1:19,too_weak,too,weak,"The number of unemployed in Germany rose by 39,000 in September , as a recovering economy was still too weak to create jobs , the Federal Labor Office said .",nyt_eng_19961008_0054_1,19,nyt_eng_19961008,1996-10-08,1996,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,False
395900,nyt_eng_19971224_0081_11:26,too_weak,too,weak,"But John Aristotle Phillips , a San Francisco information broker who has sued his competitors for violating privacy laws , said current enforcement is much too weak .",nyt_eng_19971224_0081_11,26,nyt_eng_19971224,1997-12-24,1997,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,False
33107,nyt_eng_19970419_0265_29:17,too_wet,too,wet,"-LBQ-  You have to check it from time to time to see that it 's not too wet or too dry ,  -RDQ-  said Moreno , while he peeled back the covering from an edge of a pit he 'd filled about six days earlier .",nyt_eng_19970419_0265_29,17,nyt_eng_19970419,1997-04-19,1997,negative,not_VP-adv,not,VP-adv,True,False
416628,nyt_eng_19980227_0258_10:13,too_worried,too,worried,"Living in the second-poorest country in the Americas , most Nicaraguans are too worried about obtaining their next meal to be concerned about seemingly abstract concepts such as protecting the environment or preserving their long-term health .",nyt_eng_19980227_0258_10,13,nyt_eng_19980227,1998-02-27,1998,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,False
5576,nyt_eng_19940726_0297_17:7,too_young,too,young,-LBQ-  I said that we were too young .,nyt_eng_19940726_0297_17,7,nyt_eng_19940726,1994-07-26,1994,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,False
19053,nyt_eng_19940925_0116_6:18,too_young,too,young,"-LBQ-  I do n't regret anything that happened in my career , except that maybe 14 is too young to handle everything emotionally ,  -RDQ-  she said .",nyt_eng_19940925_0116_6,18,nyt_eng_19940925,1994-09-25,1994,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,False
417088,nyt_eng_19980302_0138_45:25,totally_crazy,totally,crazy,"He said , ` You call yourself an actor ? You got this great opportunity and you just turn it down ? You 're totally crazy . '",nyt_eng_19980302_0138_45,25,nyt_eng_19980302,1998-03-02,1998,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,False
25730,nyt_eng_19941025_0150_14:23,totally_disabled,totally,disabled,"Stossel goes after four sometime employees of the county social services department in Ithaca , N.Y. , who say they have been totally disabled by a disease called multiple chemical sensitivity caused by bad air , photocopiers , carbonless paper and so forth .",nyt_eng_19941025_0150_14,23,nyt_eng_19941025,1994-10-25,1994,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,False
262283,nyt_eng_19961202_0533_31:41,totally_misconceived,totally,misconceived,"But while some of his observations , like the idea that the new moon gets its light from the earth , were genuine discoveries , others , like the notion that the moon must be covered with water , were totally misconceived .",nyt_eng_19961202_0533_31,41,nyt_eng_19961202,1996-12-02,1996,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,False
165584,nyt_eng_19960210_0136_28:5,totally_shocked,totally,shocked,-LBQ-  We were all totally shocked .,nyt_eng_19960210_0136_28,5,nyt_eng_19960210,1996-02-10,1996,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,False
43393,nyt_eng_19980116_0797_22:6,totally_suitable,totally,suitable,"-LBQ-  It 's really not totally suitable for the editorial page because it 's often frivolous and womanish ,  -RDQ-  she told Ms. Ephron .",nyt_eng_19980116_0797_22,6,nyt_eng_19980116,1998-01-16,1998,negative,not_VP-adv,not,VP-adv,True,False
133242,nyt_eng_19951106_0623_12:3,totally_unexpected,totally,unexpected,It was totally unexpected .,nyt_eng_19951106_0623_12,3,nyt_eng_19951106,1995-11-06,1995,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,False
31976,nyt_eng_19970321_0186_16:8,truly_competitive,truly,competitive,"-LBQ-  If the local market is n't truly competitive before BellSouth is granted permission it never will be , because BellSouth will lose its incentive to cooperate and open its local network to new carriers ,  -RDQ-  Cecil said .",nyt_eng_19970321_0186_16,8,nyt_eng_19970321,1997-03-21,1997,negative,not_VP-adv,not,VP-adv,True,False
68579,nyt_eng_19950420_0344_39:5,truly_mind-boggling,truly,mind-boggling,"The numbers lately are truly mind-boggling  -COL-  New York has won 10 straight , 12 of 13 and 14 of the last 17 .",nyt_eng_19950420_0344_39,5,nyt_eng_19950420,1995-04-20,1995,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,False
191864,nyt_eng_19960425_0589_19:6,typically_limited,typically,limited,"In winter , moisture is typically limited , given the dominance of dry Arctic air masses and the unlikelihood of moist air arriving from the Gulf of Mexico .",nyt_eng_19960425_0589_19,6,nyt_eng_19960425,1996-04-25,1996,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,False
439832,nyt_eng_19980518_0483_21:17,uncharacteristically_tight-lipped,uncharacteristically,tight-lipped,"Although much of yesterday 's focus was on Netscape , the Mountain View software firm was uncharacteristically tight-lipped about the case .",nyt_eng_19980518_0483_21,17,nyt_eng_19980518,1998-05-18,1998,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,False
402275,nyt_eng_19980114_0042_34:4,understandably_reluctant,understandably,reluctant,Some legislators are understandably reluctant to tangle with another office holder with a fan club .,nyt_eng_19980114_0042_34,4,nyt_eng_19980114,1998-01-14,1998,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,False
297924,nyt_eng_19970318_0911_18:12,unequivocally_vital,unequivocally,vital,"But in December , the owners insisted a 1999 opener was unequivocally vital to the club 's future .",nyt_eng_19970318_0911_18,12,nyt_eng_19970318,1997-03-18,1997,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,False
306059,nyt_eng_19970411_0596_29:4,uniquely_jewish,uniquely,jewish,"-LBQ-  What is uniquely Jewish is the language Jews use to express their attachment to God ,  -RDQ-  he said .",nyt_eng_19970411_0596_29,4,nyt_eng_19970411,1997-04-11,1997,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,False
198613,nyt_eng_19960514_0483_10:23,universally_unprofitable,universally,unprofitable,"-LBQ-  The shirt business ,  -RDQ-  said Todd Slater , an apparel analyst for Lazard Freres & Co. ,  -LBQ-  is almost universally unprofitable .  -RDQ-",nyt_eng_19960514_0483_10,23,nyt_eng_19960514,1996-05-14,1996,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,False
424903,nyt_eng_19980326_0441_11:6,unusually_easy,unusually,easy,"He said the call was unusually easy because so many people had seen the crime , because most people in Jonesboro knew the suspects ' identities , and because exploring the suspects ' backgrounds was an important part of understanding the story .",nyt_eng_19980326_0441_11,6,nyt_eng_19980326,1998-03-26,1998,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,False
199783,nyt_eng_19960517_0723_14:4,unusually_pure,unusually,pure,"The ore is unusually pure , located near the surface and easily accessible to ocean-going vessels .",nyt_eng_19960517_0723_14,4,nyt_eng_19960517,1996-05-17,1996,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,False
369195,nyt_eng_19971011_0102_26:9,upside_potential,upside,potential,The real issue for this aging team is upside potential .,nyt_eng_19971011_0102_26,9,nyt_eng_19971011,1997-10-11,1997,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,False
387042,nyt_eng_19971129_0090_5:16,urgently_concerned,urgently,concerned,"And many of the countries , in all stages of development , are much more urgently concerned with growing and festering air and water pollution , locally and regionally , than with the seemingly more remote problem of global climate change .",nyt_eng_19971129_0090_5,16,nyt_eng_19971129,1997-11-29,1997,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,False
324583,nyt_eng_19970604_0248_22:6,usually_relevant,usually,relevant,"A woman 's history is usually relevant in cases in which a male defendant maintains he was involved in a consensual relationship with the female plaintiff _ marking a disagreement over the nature of their contact , analysts said .",nyt_eng_19970604_0248_22,6,nyt_eng_19970604,1997-06-04,1997,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,False
152786,nyt_eng_19960105_0529_24:8,utterly_unpretentious,utterly,unpretentious,"Even as prime minister , he was utterly unpretentious , so that when he fell sick two years ago at the summit meeting of the Group of Seven industrial democracies , the Japanese government spokesman casually explained that the prime minister  -LBQ-  often gets diarrhea .  -RDQ-",nyt_eng_19960105_0529_24,8,nyt_eng_19960105,1996-01-05,1996,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,False
434297,nyt_eng_19980430_0496_19:3,vastly_different,vastly,different,"This is vastly different from the days when Bob Ley , the late Tom Mees , Olbermann , Dan Patrick , Charlie Steiner and a handful of former newspapermen reported the news with regard for the event and its audience .",nyt_eng_19980430_0496_19,3,nyt_eng_19980430,1998-04-30,1998,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,False
193448,nyt_eng_19960430_0351_24:3,very_academic,very,academic,It 's very academic .  -RDQ-,nyt_eng_19960430_0351_24,3,nyt_eng_19960430,1996-04-30,1996,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,False
360708,nyt_eng_19970918_0147_68:13,very_advanced,very,advanced,"On an individual basis , race relations in Little Rock are  -LBQ-  very advanced  -RDQ-  compared to 40 years ago , Abrams said during a visit to the museum site .",nyt_eng_19970918_0147_68,13,nyt_eng_19970918,1997-09-18,1997,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,False
402620,nyt_eng_19980114_0930_40:5,very_afraid,very,afraid,"-LBQ-  But I 'm very afraid about what will happen to us in this business , which I know is so transitory and which throws up all kinds of temptations .",nyt_eng_19980114_0930_40,5,nyt_eng_19980114,1998-01-14,1998,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,False
159567,nyt_eng_19960125_0496_32:10,very_big,very,big,The one big problem with consistently shifting ground is very big .,nyt_eng_19960125_0496_32,10,nyt_eng_19960125,1996-01-25,1996,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,False
425961,nyt_eng_19980330_0172_13:3,very_big,very,big,"Kaitlyn is very big these days , an updating of the ever-popular Catherine .",nyt_eng_19980330_0172_13,3,nyt_eng_19980330,1998-03-30,1998,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,False
42357,nyt_eng_19950112_0463_10:5,very_businesslike,very,businesslike,"-LBQ-  He 's always very businesslike in practices and meetings and so forth ,  -RDQ-  Seifert added ,  -LBQ-  and that 's how he 's been throughout the season .  -RDQ-",nyt_eng_19950112_0463_10,5,nyt_eng_19950112,1995-01-12,1995,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,False
263218,nyt_eng_19961204_0745_31:6,very_candid,very,candid,"Buck Williams , who was very candid regarding the Knicks needing an attitude adjustment after the Heat loss , saw signs of life in his teammates Wednesday night .",nyt_eng_19961204_0745_31,6,nyt_eng_19961204,1996-12-04,1996,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,False
67162,nyt_eng_19950415_0120_19:17,very_careful,very,careful,"-LBQ-  Other women have come out of Kenya and run before Tegla , but all were very careful not to rock the boat ,  -RDQ-  said Anne Roberts , who coordinates elite runners at the New York City Marathon and has befriended Loroupe .",nyt_eng_19950415_0120_19,17,nyt_eng_19950415,1995-04-15,1995,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,False
165331,nyt_eng_19960209_0620_35:4,very_cautious,very,cautious,"The ministry is very cautious , cunning and tactful .  -RDQ-",nyt_eng_19960209_0620_35,4,nyt_eng_19960209,1996-02-09,1996,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,False
307980,nyt_eng_19970417_0252_11:5,very_clear,very,clear,"I think that 's very clear now ,  -RDQ-  said Rivlin .",nyt_eng_19970417_0252_11,5,nyt_eng_19970417,1997-04-17,1997,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,False
339244,nyt_eng_19970717_0623_12:3,very_close,very,close,We were very close ...,nyt_eng_19970717_0623_12,3,nyt_eng_19970717,1997-07-17,1997,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,False
328887,nyt_eng_19970618_0554_6:9,very_close,very,close,"-LBQ-  Most market participants feel that Russia is very close to resuming exports , either late this month or in July ,  -RDQ-  said Ted Kempf , a research manager at CPM Group , a precious metals consulting firm in New York .",nyt_eng_19970618_0554_6,9,nyt_eng_19970618,1997-06-18,1997,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,False
282330,nyt_eng_19970131_0672_20:4,very_close,very,close,"Mercury is  -LBQ-  very close to some reorganization , bankruptcy filing , probably a voluntary reorganization ,  -RDQ-  Thomas Kmiotek , an analyst with the Duff & Phelps Credit Rating Co. , told Reuters .",nyt_eng_19970131_0672_20,4,nyt_eng_19970131,1997-01-31,1997,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,False
325382,nyt_eng_19970606_0225_26:5,very_cold,very,cold,-LBQ-  Jean could be very cold .  -RDQ-,nyt_eng_19970606_0225_26,5,nyt_eng_19970606,1997-06-06,1997,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,False
43772,nyt_eng_19950118_0469_31:4,very_comfortable,very,comfortable,"-LBQ-  We are very comfortable with the evidence ,  -RDQ-  Shapiro said .",nyt_eng_19950118_0469_31,4,nyt_eng_19950118,1995-01-18,1995,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,False
49840,nyt_eng_19950210_0160_34:6,very_concerned,very,concerned,-LBQ-  The airlines are all very concerned about the amount of money they 're paying out in commissions .,nyt_eng_19950210_0160_34,6,nyt_eng_19950210,1995-02-10,1995,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,False
1634,nyt_eng_19940708_0308_36:5,very_conciliatory,very,conciliatory,"-LBQ-  Farrakhan has been very conciliatory , and they have influenced him .",nyt_eng_19940708_0308_36,5,nyt_eng_19940708,1994-07-08,1994,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,False
379908,nyt_eng_19971109_0264_20:13,very_confident,very,confident,"-LBQ-  He told me side-to-side was a problem , but I am very confident in Joey .  -RDQ-",nyt_eng_19971109_0264_20,13,nyt_eng_19971109,1997-11-09,1997,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,False
156766,nyt_eng_19960117_0822_12:4,very_confusing,very,confusing,-LBQ-  It 's very confusing and its adding volatility to the markets .  -RDQ-,nyt_eng_19960117_0822_12,4,nyt_eng_19960117,1996-01-17,1996,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,False
188273,nyt_eng_19960415_0953_14:7,very_conscious,very,conscious,"-LBQ-  I believe that she is very conscious of restrictions that both she and I have to operate under and is making sure that she stays well within those ,  -RDQ-  he said .",nyt_eng_19960415_0953_14,7,nyt_eng_19960415,1996-04-15,1996,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,False
421704,nyt_eng_19980317_0318_49:8,very_courageous,very,courageous,"-LBQ-  First , I think he was very courageous to take on a film of almost operatic proportions in a country where people do n't applaud those who step out of line ,  -RDQ-  Loew said in a telephone interview from Amsterdam .",nyt_eng_19980317_0318_49,8,nyt_eng_19980317,1998-03-17,1998,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,False
152637,nyt_eng_19960105_0254_15:8,very_different,very,different,"Their packaging , pricing and fragrances are very different .",nyt_eng_19960105_0254_15,8,nyt_eng_19960105,1996-01-05,1996,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,False
393083,nyt_eng_19971216_0769_12:15,very_difficult,very,difficult,"-LBQ-  And when I returned nine years later , it was still very , very difficult to live off art .",nyt_eng_19971216_0769_12,15,nyt_eng_19971216,1997-12-16,1997,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,False
405381,nyt_eng_19980122_0095_37:6,very_difficult,very,difficult,-LBQ-  I admit it is very difficult .  -RDQ-,nyt_eng_19980122_0095_37,6,nyt_eng_19980122,1998-01-22,1998,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,False
377322,nyt_eng_19971103_0011_13:14,very_difficult,very,difficult,"-LBQ-  I think if you refuse to talk with someone , it 's very difficult to communicate ,  -RDQ-  Wilson said .",nyt_eng_19971103_0011_13,14,nyt_eng_19971103,1997-11-03,1997,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,False
232780,nyt_eng_19960906_0282_29:20,very_difficult,very,difficult,"` Virtually all SSBIC 's are private , and to invest in a private company in 60 days is very difficult to do ,  -RDQ-  said Don A. Christensen , the SBA 's associate administrator for investment .",nyt_eng_19960906_0282_29,20,nyt_eng_19960906,1996-09-06,1996,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,False
77599,nyt_eng_19950520_0110_37:6,very_difficult,very,difficult,-LBQ-  All the matchups are very difficult .,nyt_eng_19950520_0110_37,6,nyt_eng_19950520,1995-05-20,1995,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,False
200676,nyt_eng_19960520_0821_18:16,very_difficult,very,difficult,"-LBQ-  But once we got into the No. 2 through five seeds , it was very difficult .",nyt_eng_19960520_0821_18,16,nyt_eng_19960520,1996-05-20,1996,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,False
79064,nyt_eng_19950525_0315_34:21,very_difficult,very,difficult,"As the circuit is tight , slow and lined with unforgiving metal barriers along all the walls , overtaking is very difficult and drivers are called upon to produce deep reserves of courage and skills .",nyt_eng_19950525_0315_34,21,nyt_eng_19950525,1995-05-25,1995,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,False
85580,nyt_eng_19950614_0466_18:4,very_difficult,very,difficult,-LBQ-  It 's very difficult to say what will happen .  -RDQ-,nyt_eng_19950614_0466_18,4,nyt_eng_19950614,1995-06-14,1995,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,False
166736,nyt_eng_19960214_0159_14:50,very_doubtful,very,doubtful,"He went on to say ,  -LBQ-  Since our Negro population is so badly scattered , and in so many cases is immediately adjacent to white areas , it would be extremely difficult to arrange the regulations under which these people would have to operate , and it is very doubtful that you would get value received for the money spent .  -RDQ-",nyt_eng_19960214_0159_14,50,nyt_eng_19960214,1996-02-14,1996,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,False
254672,nyt_eng_19961107_0341_7:9,very_earnest,very,earnest,"And therapeutic humor can be very serious , very earnest , even somber .",nyt_eng_19961107_0341_7,9,nyt_eng_19961107,1996-11-07,1996,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,False
279121,nyt_eng_19970123_0234_8:4,very_emotional,very,emotional,-LBQ-  He was very emotional after the game and he said some words to me that I thought I 'd never hear from him .,nyt_eng_19970123_0234_8,4,nyt_eng_19970123,1997-01-23,1997,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,False
76250,nyt_eng_19950515_0621_12:4,very_emotional,very,emotional,"-LBQ-  It 's very emotional , very heart-wrenching ,  -RDQ-  Ratner said .",nyt_eng_19950515_0621_12,4,nyt_eng_19950515,1995-05-15,1995,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,False
115049,nyt_eng_19950914_0001_10:4,very_encouraged,very,encouraged,The doctors are very encouraged .,nyt_eng_19950914_0001_10,4,nyt_eng_19950914,1995-09-14,1995,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,False
23411,nyt_eng_19960730_0132_6:5,very_encouraging,very,encouraging,-LBQ-  That 's not very encouraging for their operating profit .  -RDQ-,nyt_eng_19960730_0132_6,5,nyt_eng_19960730,1996-07-30,1996,negative,not_VP-adv,not,VP-adv,True,False
